1103015371 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1103028370 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103094660 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103248549 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103281079 0 4 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103364276 0 4 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103365179 0 4 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103394783 0 5 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103404495 0 6 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103536293 0 7 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103541376 0 7 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103613066 0 8 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103694542 0 9 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1104197595 0 10 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1104211466 0 11 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1104218956 0 12 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1104381660 0 13 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1107001443 0 14 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1107330036 0 15 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1107422691 0 16 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1108029879 0 16 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1108404220 0 17 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109242351 0 18 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109242603 0 19 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109252814 0 19 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109254328 0 19 6 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109261725 0 19 7 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109441479 0 19 8 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109524690 0 19 9 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109525234 0 19 10 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109557828 0 20 10 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109558254 0 21 10 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109560432 0 22 10 0 0 0 0 0 0 0 0 0 0 0 1 0 0
