1103015371 0 753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1103028370 0 753 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103094660 0 783 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103248549 0 849 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103281079 0 862 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103364276 0 862 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103365179 0 862 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103394783 0 864 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103404495 0 865 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103536293 0 1535 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103541376 0 1535 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103613066 0 1557 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1103694542 0 1560 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1104197595 0 1607 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1104211466 0 1616 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1104218956 0 1616 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1104381660 0 1752 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1107001443 0 1753 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1107330036 0 1754 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1107422691 0 1765 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1108029879 0 1765 11 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1108404220 0 1766 11 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109242351 0 1766 11 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109242603 0 1766 11 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109252814 0 1766 13 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109254328 0 1766 14 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109261725 0 1766 14 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109441479 0 1766 15 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109524690 0 1766 16 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109525234 0 1766 16 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109557828 0 1766 16 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109558254 0 1784 16 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109560432 0 1784 16 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109562895 0 1784 16 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109619808 0 1789 16 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1109685108 0 1823 16 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1110405416 0 1832 16 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1110406317 0 1835 16 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1111485468 0 1835 22 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1114869455 0 1835 22 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1115548413 0 1835 22 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1123509639 0 1884 22 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1123516559 0 1884 22 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1128240110 0 1884 22 27 0 0 0 0 0 0 0 0 0 0 1 0 0
1128276082 0 1884 22 55 0 0 0 0 0 0 0 0 0 0 1 0 0
1128314822 0 1884 22 70 0 0 0 0 0 0 0 0 0 0 1 0 0
1128362774 0 1884 22 91 0 0 0 0 0 0 0 0 0 0 1 0 0
1128792519 0 1884 22 113 0 0 0 0 0 0 0 0 0 0 1 0 0
1128804302 0 1884 22 116 0 0 0 0 0 0 0 0 0 0 1 0 0
1128806967 0 1884 22 120 0 0 0 0 0 0 0 0 0 0 1 0 0
1128808247 0 1884 22 124 0 0 0 0 0 0 0 0 0 0 1 0 0
1128945418 0 1884 22 147 0 0 0 0 0 0 0 0 0 0 1 0 0
1129500969 0 1884 22 147 0 0 0 0 0 0 0 0 0 0 1 0 0
1129511264 0 1884 22 147 0 0 0 0 0 0 0 0 0 0 1 0 0
1129594708 0 1884 22 147 0 0 0 0 0 0 0 0 0 0 1 0 0
1129671330 0 1884 22 147 0 0 0 0 0 0 0 0 0 0 1 0 0
1129749409 0 1884 22 378 0 0 0 0 0 0 0 0 0 0 1 0 0
1129853247 0 1885 22 378 0 0 0 0 0 0 0 0 0 0 1 0 0
1130024729 0 1885 22 411 0 0 0 0 0 0 0 0 0 0 1 0 0
1130046732 0 1885 22 415 0 0 0 0 0 0 0 0 0 0 1 0 0
1130094494 0 1885 22 415 0 0 0 0 0 0 0 0 0 0 1 0 0
1130128283 0 1885 22 416 0 0 0 0 0 0 0 0 0 0 1 0 0
1130216853 0 1885 22 417 0 0 0 0 0 0 0 0 0 0 1 0 0
1130232030 0 1885 22 418 0 0 0 0 0 0 0 0 0 0 1 0 0
1130357274 0 1885 22 422 0 0 0 0 0 0 0 0 0 0 1 0 0
1130358549 0 1885 22 422 0 0 0 0 0 0 0 0 0 0 1 0 0
1131252525 0 1894 22 422 0 0 0 0 0 0 0 0 0 0 1 0 0
1131253029 0 1895 22 422 0 0 0 0 0 0 0 0 0 0 1 0 0
1131491719 0 1895 22 422 0 65 0 0 0 0 0 0 0 0 1 0 0
1133040358 0 1895 22 422 0 65 0 0 0 0 0 0 0 0 1 0 0
